,2024-01-1,9.2,25.7,0,,,S,41,13:59,18.1,63,,ESE,20,1021.1,20.9,56,,SSE,30,1018.5
,2024-01-2,13.9,30.0,0,,,ESE,37,12:39,19.8,71,8,SE,24,1015.2,29.0,45,8,S,26,1011.4
,2024-01-3,14.7,29.8,0,,,S,43,15:20,22.5,73,8,ENE,15,1014.7,28.8,50,8,S,26,1013.3
,2024-01-4,15.5,25.3,0,,,S,46,13:43,19.0,67,6,SE,26,1021.4,24.1,46,1,SSE,33,1020.5
,2024-01-5,12.8,28.8,0,,,ESE,43,12:12,20.5,72,7,SE,24,1021.7,26.9,48,,SSE,28,1018.4
,2024-01-6,15.2,34.2,0,,,W,43,13:56,23.8,61,,E,13,1015.7,25.8,58,8,WSW,28,1012.1
,2024-01-7,20.3,27.3,36.2,,,W,39,12:39,22.5,91,8,NE,9,1009.2,23.6,81,8,SW,15,1007.0
,2024-01-8,16.0,19.4,3.4,,,S,48,06:36,16.3,97,8,S,26,1013.5,18.2,78,7,SSE,28,1015.2
,2024-01-9,14.6,24.5,0.2,,,SW,33,14:15,16.5,91,8,SSE,15,1015.4,23.4,64,8,SW,15,1012.6
,2024-01-10,14.5,22.7,0,,,WSW,39,13:14,16.2,74,8,WSW,13,1015.3,21.1,54,4,WSW,13,1016.1
,2024-01-11,10.2,27.2,0,,,S,33,11:56,18.1,77,2,SSE,13,1021.6,25.9,52,,SSE,22,1019.8
,2024-01-12,11.8,33.2,0,,,SW,41,13:10,22.6,61,,NE,11,1016.3,32.0,26,,SSW,26,1015.6
,2024-01-13,15.7,20.0,0,,,SSE,50,16:16,17.4,83,8,S,22,1020.5,17.8,76,7,SE,26,1021.2
,2024-01-14,11.7,24.2,0,,,SSE,50,13:01,17.5,61,4,SE,31,1023.5,20.1,54,7,ESE,28,1021.6
,2024-01-15,12.9,32.1,0.2,,,,,,21.3,70,3,ESE,22,1018.9,30.0,44,5,E,13,1014.3
,2024-01-16,19.7,33.5,,,,,,,,,,,,,32.5,36,2,N,17,1004.6
,2024-01-17,13.2,19.8,,,,W,56,15:39,15.5,64,8,SW,26,1008.9,17.1,57,8,W,33,1008.1
,2024-01-18,12.3,19.6,0.4,,,WSW,50,10:38,14.8,79,8,WSW,31,1010.5,18.6,52,6,SW,30,1010.4
,2024-01-19,13.5,24.7,0.2,,,SSW,37,15:32,15.5,63,8,S,9,1013.0,24.3,33,,E,11,1010.2
,2024-01-20,12.5,30.0,0,,,SSW,39,15:10,21.2,43,8,N,19,1005.4,27.6,28,5,WSW,24,1003.0
,2024-01-21,12.4,22.7,0,,,S,41,13:42,18.1,64,3,SSW,26,1011.2,20.5,58,8,S,28,1012.8
,2024-01-22,9.9,25.1,0,,,SSE,39,12:21,17.1,56,8,SE,20,1018.1,24.4,38,,ESE,19,1015.1
,2024-01-23,9.5,36.9,0,,,NNW,44,15:28,17.6,62,5,ENE,17,1011.6,34.0,17,,NNW,19,1006.2
,2024-01-24,16.0,25.9,0.4,,,W,48,01:53,17.5,77,7,SW,20,1008.9,24.1,49,,SSW,15,1009.2
,2024-01-25,10.4,23.7,0,,,W,31,16:39,16.6,82,3,SW,6,1009.6,21.2,53,7,WNW,19,1008.3
,2024-01-26,13.4,21.9,0.8,,,WSW,52,13:44,16.8,73,8,W,28,1009.8,20.8,42,2,WSW,28,1010.5
,2024-01-27,9.9,21.9,0,,,WSW,56,13:57,17.0,77,7,NNW,15,1010.7,20.6,51,8,W,33,1010.4
,2024-01-28,12.7,26.4,0.2,,,W,35,14:57,16.5,87,8,WNW,15,1013.5,24.6,52,5,NNW,19,1011.0
,2024-01-29,10.1,26.1,0,,,SSW,37,13:48,17.8,80,7,SW,15,1012.5,24.4,47,,SSW,26,1013.3
,2024-01-30,15.1,24.2,0.2,,,SSW,44,16:37,16.7,73,8,SSE,15,1017.1,21.5,48,,SSW,31,1016.5
,2024-01-31,8.3,24.6,0,,,SSW,46,12:33,19.0,65,,S,22,1020.2,22.1,51,6,SSW,22,1019.6
