,2024-01-1,20.5,26.1,0,,,NE,52,19:41,24.0,73,,NE,30,1022.8,24.9,78,,NE,33,1020.2
,2024-01-2,21.6,29.4,0.2,,,ENE,43,18:11,24.5,88,,NNE,26,1019.8,28.2,74,,NE,31,1017.8
,2024-01-3,21.4,29.5,0,,,ENE,33,14:28,25.1,87,,NNE,17,1017.6,28.3,71,,ENE,26,1014.7
,2024-01-4,20.9,26.9,0,,,SSW,46,14:15,23.9,100,,ESE,4,1015.0,22.9,100,,SSW,33,1016.0
,2024-01-5,20.8,25.3,2.2,,,SSE,52,04:24,23.3,87,,S,31,1020.8,23.2,79,,S,26,1020.9
,2024-01-6,19.3,27.3,0.2,,,NE,35,22:02,23.9,68,,SSW,11,1022.3,25.4,65,,E,15,1020.5
,2024-01-7,20.9,29.6,0,,,NE,57,18:15,24.9,72,,NNE,24,1019.2,28.2,69,,NE,31,1015.8
,2024-01-8,21.3,25.1,0,,,N,43,20:10,24.7,78,,NNE,22,1012.5,24.0,95,,NE,19,1010.3
,2024-01-9,21.3,26.6,6.4,,,S,33,11:13,24.2,95,,SSW,15,1013.0,25.5,89,,S,20,1012.2
,2024-01-10,21.6,29.3,0,,,NE,26,13:58,23.1,98,, ,Calm,1015.3,29.0,79,,ENE,20,1013.7
,2024-01-11,22.4,,0,,,,,,24.6,100,,E,9,1018.2,28.9,79,,ESE,6,1019.2
,2024-01-12,22.2,28.1,,,,ENE,30,14:19,24.6,100,,ENE,2,1021.1,26.8,79,,E,24,1019.2
,2024-01-13,21.9,30.0,0.4,,,ENE,28,15:12,25.7,89,,NE,2,1016.4,27.2,79,,ENE,20,1013.5
,2024-01-14,20.1,25.4,7.4,,,SE,54,18:19,20.6,100,,SSW,22,1017.2,22.6,100,,SSW,7,1017.0
,2024-01-15,20.4,24.8,30.2,,,SE,56,12:20,23.0,83,,ESE,39,1020.2,23.3,73,,SE,35,1020.5
,2024-01-16,19.5,28.2,4.4,,,ENE,44,00:46,23.1,85,,ENE,20,1018.0,25.6,85,,NE,13,1014.9
,2024-01-17,22.1,29.0,0,,,NE,44,13:30,24.5,95,,NNE,26,1010.0,24.8,94,,NE,35,1005.3
,2024-01-18,21.9,31.1,10.6,,,SSE,30,12:39,26.1,88,,NW,4,1003.0,27.9,86,,SSE,20,1001.3
,2024-01-19,18.6,27.4,0,,,SSE,30,13:19,22.6,59,,NNW,4,1007.6,27.0,50,,SSE,26,1007.6
,2024-01-20,21.9,28.8,0,,,NE,39,19:33,23.9,78,,ENE,20,1012.0,26.4,74,,ENE,28,1009.5
,2024-01-21,20.7,29.4,0,,,SSW,70,22:33,25.3,92,,N,6,1006.7,29.3,80,,ENE,13,1003.1
,2024-01-22,21.0,24.6,0,,,SSW,70,23:10,22.0,82,,S,28,1011.4,24.2,77,,S,26,1012.3
,2024-01-23,20.2,27.0,0.6,,,SE,41,03:17,22.0,81,,NE,15,1015.6,25.4,57,,E,20,1014.4
,2024-01-24,20.2,30.3,0,,,N,41,17:47,23.4,74,,N,26,1013.5,28.8,73,,NE,28,1011.1
,2024-01-25,22.5,37.3,0,,,SSW,33,14:02,28.0,76,,NNW,6,1008.9,26.0,96,,SSW,26,1008.3
,2024-01-26,22.7,39.6,0,,,SSW,59,14:36,28.8,60,,NNW,15,1001.3,38.6,28,,W,13,999.1
,2024-01-27,22.1,25.1,0,,,SSE,33,23:23,22.5,82,,E,20,1007.4,24.4,83,,ENE,9,1005.9
,2024-01-28,19.7,27.6,0,,,SSE,35,14:25,22.7,91,,SSW,17,1010.3,27.2,81,,SSE,26,1010.8
,2024-01-29,21.3,30.3,4.0,,,NE,44,14:03,25.1,95,,NNE,17,1012.8,29.2,73,,NE,35,1008.8
,2024-01-30,22.6,28.6,0,,,SSW,33,14:33,25.3,,,E,17,1013.1,24.1,100,,SSW,24,1012.4
,2024-01-31,22.4,26.4,0,,,S,44,20:57,23.8,100,,SW,9,1012.8,24.5,,,S,22,1011.9
